PROM_ACT	D_EDAD	D_FINCON	PORC_DES	HIST_P	D_DURAC	TPROM4_2	MMODELO	TDEUDA	REGION_3	ADQUISI1	REST_AG1	RTIP_CTA	RESTADO	
71	534	196	0	1	3	1	1	1	2	3	2	3	0	
84	256	474	0	6	3	2	3	3	2	3	1	3	1	
732	685	45	0	3	3	1	1	3	2	2	2	4	0	
0	532	198	2	1	3	3	1	1	2	3	3	4	0	
511	531	199	0	1	3	1	1	1	2	1	3	1	0	
19	513	217	0	1	3	1	3	1	2	3	1	3	0	
78	526	204	0	1	3	2	1	1	2	3	1	3	1	
30	530	200	0	1	3	2	3	1	2	3	1	3	0	
488	193	537	0	7	3	3	1	3	2	1	2	3	1	
20	528	202	0	1	3	1	3	1	2	3	2	1	0	
37	525	205	0	1	3	2	1	1	2	1	1	3	0	
0	523	207	0	7	3	3	3	2	2	3	2	3	1	
125	413	317	0	5	3	3	1	3	2	1	2	3	1	
174	191	539	0	1	3	2	1	1	2	1	2	3	1	
229	518	212	0	5	3	1	2	2	2	3	1	3	0	
564	181	549	0	7	3	1	1	3	2	1	2	1	1	
47	517	213	0	1	3	1	1	1	2	3	2	3	0	
0	181	549	0	7	3	3	3	3	2	3	1	3	1	
1952	179	551	0	7	3	3	2	3	2	2	3	1	1	
229	515	215	0	1	3	1	1	1	2	1	2	3	0	
7	515	215	0	1	3	1	3	1	2	3	1	3	0	
29	514	216	0	3	3	3	3	2	2	3	1	3	0	
0	142	588	1	3	3	3	3	1	2	3	1	3	1	
18	283	447	1	6	3	3	1	1	2	3	3	1	1	
100	504	226	0	1	3	1	3	1	2	3	2	1	0	
240	194	536	0	7	3	1	2	3	2	1	1	3	1	
220	561	169	0	1	3	2	2	1	2	1	2	3	0	
71	502	228	0	1	3	1	1	1	2	3	1	3	0	
52	165	565	1	7	3	3	3	3	2	3	3	3	1	
138	224	506	0	6	3	1	2	3	2	1	3	3	1	
222	159	571	0	7	3	3	1	3	2	2	2	1	1	
13	494	236	0	3	3	1	3	1	2	3	2	3	0	
1732	155	575	0	7	3	3	1	3	2	2	3	3	1	
30	490	240	0	1	3	2	1	1	2	3	1	3	0	
0	334	396	0	7	3	3	1	3	2	1	2	3	1	
41	488	242	0	1	3	1	3	1	2	3	2	1	0	
188	179	551	0	6	3	1	2	3	2	1	2	1	1	
399	161	569	0	7	3	3	1	1	2	3	1	3	1	
90	296	434	0	5	3	3	1	3	2	3	2	3	1	
0	172	376	1	6	2	3	3	3	2	3	2	3	1	
82	479	251	0	1	3	2	1	1	2	3	3	3	0	
72	499	231	0	1	3	3	1	1	2	2	2	3	1	
174	475	255	1	1	3	2	1	1	2	3	1	3	0	
2610	275	455	0	6	3	3	2	3	2	3	2	3	1	
97	449	281	0	1	3	1	2	1	2	1	1	3	0	
123	448	282	0	3	3	2	1	2	2	1	2	3	0	
43	447	283	0	1	3	1	2	1	2	1	1	1	0	
235	447	283	0	1	3	2	3	1	2	3	1	4	0	
20	434	296	0	2	3	2	1	3	2	3	2	4	0	
174	434	296	0	2	3	2	1	3	2	3	2	4	0	
37	438	292	0	2	3	1	2	2	2	2	1	1	0	
132	420	310	0	1	3	2	1	1	2	2	1	1	0	
56	413	317	0	1	3	1	1	1	2	2	2	3	0	
342	381	349	0	2	3	3	1	1	2	1	1	3	1	
57	132	598	0	6	3	1	2	3	2	1	1	1	1	
210	691	39	0	1	3	2	1	1	2	2	1	1	1	
534	128	602	0	5	3	3	2	3	2	2	1	3	1	
3	400	330	0	2	3	1	2	2	2	3	1	3	0	
93	400	330	0	1	3	1	1	1	2	2	1	3	0	
212	400	330	0	2	3	2	1	2	2	1	2	3	0	
33	397	333	0	1	3	2	1	1	2	1	3	3	0	
31	393	337	0	1	3	1	1	1	2	1	1	3	0	
73	390	340	0	1	3	1	2	1	2	2	1	3	0	
744	233	497	0	5	3	3	1	3	2	2	1	3	1	
255	368	362	0	1	3	1	1	1	2	1	1	3	0	
14	377	353	0	2	3	1	3	1	2	3	1	3	0	
97	376	354	0	2	3	1	1	2	2	1	1	3	0	
40	255	475	0	1	3	3	1	1	2	1	1	3	1	
101	375	355	0	1	3	2	1	1	2	1	1	3	0	
150	371	359	0	1	3	2	2	1	2	3	1	1	0	
182	371	359	0	2	3	1	1	2	2	1	1	3	0	
295	368	362	0	2	3	1	1	2	2	1	1	1	0	
168	368	362	0	3	3	2	1	2	2	1	1	3	0	
580	363	367	0	1	3	3	3	1	2	3	1	1	0	
16	362	368	0	1	3	2	1	1	2	1	1	3	0	
37	361	369	0	1	3	1	1	1	2	1	1	3	0	
158	193	537	0	4	3	1	3	3	2	1	1	3	1	
461	354	376	0	2	3	1	3	2	2	3	3	3	0	
218	353	377	0	2	3	1	1	1	2	1	1	3	0	
627	164	566	0	4	3	2	1	3	2	1	1	3	1	
64	349	381	0	1	3	1	1	1	2	2	1	3	0	
75	349	381	0	1	3	2	2	1	2	3	1	3	0	
507	348	382	0	5	3	2	1	3	2	3	1	2	0	
72	345	385	0	4	3	1	1	2	2	1	1	3	0	
36	344	386	0	1	3	1	1	1	2	1	1	3	0	
36	342	388	0	3	3	2	3	2	2	2	1	3	0	
232	167	563	0	3	3	2	1	2	2	3	1	3	1	
3	173	557	2	2	3	3	1	2	2	1	1	1	1	
174	333	397	0	1	3	1	1	1	2	1	1	3	0	
46	332	398	0	1	3	1	1	2	2	1	1	3	0	
31	332	398	0	1	3	1	1	1	2	1	1	3	0	
28	330	400	0	1	3	1	1	1	2	1	1	3	0	
70	330	400	0	1	3	1	1	1	2	1	3	1	0	
112	329	401	0	4	3	1	1	2	2	1	1	1	0	
366	328	402	0	1	3	1	2	1	2	3	2	3	0	
50	327	403	1	1	3	2	1	1	2	2	1	1	0	
46	320	410	0	1	3	1	1	1	2	2	1	3	0	
444	308	422	0	1	3	1	1	1	2	1	1	1	0	
223	196	534	0	5	3	3	1	3	2	1	1	3	1	
83	305	425	0	1	3	1	1	1	2	2	1	3	0	
361	307	423	0	3	3	1	2	2	2	3	3	3	0	
0	136	594	0	2	3	3	1	1	2	2	1	1	1	
370	304	426	0	2	3	1	1	2	2	1	1	3	0	
0	134	596	0	2	3	3	1	1	2	2	1	1	1	
49	300	430	0	2	3	1	1	1	2	1	1	1	0	
47	300	430	0	1	3	1	1	1	2	3	2	3	0	
82	461	269	0	1	3	2	3	1	2	3	3	3	0	
6	298	432	0	1	3	2	1	1	2	1	1	3	0	
157	295	435	0	1	3	1	1	1	2	3	1	3	0	
80	285	445	0	1	3	1	1	1	2	1	2	3	0	
120	673	57	0	1	3	2	1	1	2	3	3	3	0	
176	284	446	0	1	3	2	1	1	2	2	1	3	0	
203	281	449	0	2	3	1	1	3	2	2	1	4	0	
107	278	452	0	1	3	1	1	1	2	1	1	3	0	
31	278	452	0	2	3	3	1	2	2	1	1	3	0	
5	278	452	0	3	3	1	1	2	2	1	1	3	0	
27	272	458	0	1	3	1	1	1	2	1	1	3	0	
32	270	460	0	1	3	1	2	1	2	1	2	3	0	
55	266	464	0	2	3	2	1	2	2	2	1	4	0	
7	230	500	0	1	3	1	1	1	2	2	1	3	0	
49	262	468	0	1	3	2	1	1	2	2	2	3	0	
175	260	470	0	4	3	1	1	3	2	2	1	3	0	
50	257	473	0	1	3	1	1	1	2	1	1	3	0	
158	175	555	0	4	3	3	1	3	2	3	1	3	1	
70	249	481	0	1	3	2	1	1	2	2	1	3	0	
149	249	481	0	2	3	1	1	1	2	2	1	3	0	
313	249	481	0	2	3	2	1	1	2	2	1	3	0	
269	248	482	0	1	3	2	1	1	2	1	1	3	0	
275	572	158	0	3	3	1	1	2	2	3	3	3	0	
0	198	532	3	1	3	1	3	1	2	2	1	1	1	
56	244	486	0	1	3	1	1	1	2	2	2	3	0	
30	242	488	0	2	3	1	1	3	2	2	1	3	0	
0	231	499	0	2	3	3	3	3	2	2	1	3	0	
0	205	525	0	2	3	3	1	3	2	2	1	3	1	
28	243	487	0	2	3	1	1	3	2	2	1	3	0	
23	242	488	0	2	3	2	2	3	2	2	1	3	0	
286	238	492	0	2	3	2	1	3	2	2	1	3	0	
571	238	492	0	2	3	1	1	2	2	2	1	3	0	
170	235	495	0	1	3	2	1	1	2	2	1	1	0	
201	185	545	0	4	3	2	1	3	2	2	3	3	1	
51	215	515	0	1	3	2	2	1	2	3	3	3	0	
137	203	527	0	3	3	1	1	2	2	1	1	3	0	
83	670	60	0	3	3	1	2	1	2	3	3	3	0	
520	942	518	0	2	3	1	1	1	2	3	3	4	0	
156	196	534	0	1	3	1	2	1	2	3	1	1	0	
65	196	534	0	1	3	2	1	1	2	3	3	1	0	
222	182	548	0	1	3	2	1	1	2	1	2	3	0	
22	182	548	1	1	3	3	1	2	2	1	1	3	0	
35	491	239	0	1	3	3	1	1	2	3	3	2	1	
127	185	180	0	2	1	2	2	1	2	3	1	1	1	
62	757	338	0	1	1	1	2	2	2	3	1	1	1	
541	223	507	0	7	3	1	2	3	2	3	1	1	1	
523	223	507	0	7	3	1	2	3	2	3	1	1	1	
271	587	143	0	1	3	1	1	1	2	2	1	1	1	
20	490	240	0	1	3	1	2	1	2	2	1	1	1	
266	254	476	0	7	3	3	1	3	2	3	1	3	1	
165	609	121	0	5	3	3	1	3	2	2	2	1	1	
273	381	349	0	1	3	2	3	1	2	2	3	1	1	
172	701	29	0	1	3	2	1	1	2	2	1	1	0	
76	694	402	0	2	2	1	1	1	2	2	1	3	0	
88	650	80	0	2	3	1	2	3	2	3	1	4	0	
72	650	80	0	2	3	1	1	3	2	3	2	4	0	
75	650	80	0	2	3	1	1	3	2	3	2	4	0	
4	628	102	0	1	3	2	1	1	2	2	2	3	0	
83	602	128	0	1	3	1	1	1	2	3	1	1	0	
232	579	151	0	1	3	1	1	1	2	3	3	1	0	
46	560	170	0	2	3	1	1	3	2	3	2	4	0	
60	560	170	0	2	3	1	1	3	2	3	2	4	0	
50	537	193	0	1	3	2	2	1	2	1	1	3	0	
100	532	198	0	1	3	1	2	1	2	1	3	3	0	
9	515	215	0	1	3	1	2	1	2	3	2	3	0	
19	514	216	0	1	3	1	2	1	2	1	2	1	0	
98	427	303	0	3	3	1	1	1	2	1	1	3	0	
390	375	355	0	1	3	1	1	1	2	3	1	1	0	
279	555	175	0	1	3	1	1	2	2	3	2	1	0	
65	216	514	0	5	3	3	2	3	2	3	3	1	1	
72	244	486	0	1	3	1	1	1	2	2	1	1	0	
20	208	522	0	1	3	1	1	1	2	1	1	1	0	
22	140	590	0	1	3	2	1	1	2	1	2	1	1	
48	146	219	1	3	1	1	3	3	2	3	2	3	1	
186	810	285	0	1	1	1	2	1	2	3	1	1	0	
67	670	60	0	2	1	3	3	2	2	3	2	1	1	
25	923	537	0	1	3	1	1	1	2	3	3	1	0	
244	608	122	0	1	3	1	1	1	2	1	2	1	0	
502	759	701	0	2	3	2	2	2	2	3	2	1	0	
212	732	728	0	1	3	1	2	1	2	3	2	1	0	
5	732	728	1	1	3	2	2	1	2	3	2	3	0	
79	732	728	0	1	3	1	1	1	2	2	2	3	0	
134	161	569	0	7	3	2	2	3	2	2	2	1	1	
55	684	46	1	1	3	1	2	1	2	2	1	1	0	
257	684	46	0	1	3	1	1	1	2	2	2	1	0	
60	680	50	0	1	3	1	2	1	2	2	2	1	0	
52	677	53	0	1	3	1	2	1	2	2	2	1	0	
79	637	93	1	1	1	1	3	1	2	3	2	1	0	
90	186	362	0	5	2	3	1	1	2	2	1	3	1	
940	594	136	0	1	3	1	1	1	2	2	2	1	0	
0	270	460	1	7	3	3	1	2	2	3	2	3	1	
271	579	151	0	1	3	2	1	1	2	3	2	1	0	
17	575	155	0	1	3	2	2	1	2	3	2	3	0	
52	574	156	0	1	3	1	1	1	2	3	1	1	0	
6	567	163	0	1	3	2	1	1	2	3	2	3	0	
109	529	201	0	1	3	2	3	1	2	3	2	3	1	
84	551	179	0	1	3	1	1	1	2	1	1	3	0	
22	551	179	0	1	3	1	1	1	2	1	1	3	0	
8	549	181	0	1	3	2	3	1	2	3	1	3	0	
49	548	182	0	1	3	3	1	1	2	1	1	1	0	
27	534	196	0	1	3	1	1	1	2	3	2	3	0	
21	512	218	0	1	3	1	3	1	2	3	1	3	0	
79	505	225	0	1	3	1	3	1	2	3	2	1	0	
44	419	311	0	1	3	2	1	1	2	1	1	1	0	
296	150	580	0	5	3	1	1	3	2	2	1	3	1	
105	298	432	0	1	3	1	1	1	2	1	1	1	0	
79	165	565	0	1	3	1	3	1	2	2	1	3	0	
21	621	109	0	1	3	3	2	1	2	2	2	1	1	
6	563	167	0	1	3	2	3	1	2	3	2	3	0	
30	544	186	0	1	3	1	2	1	2	1	3	1	0	
109	201	529	0	5	3	3	1	3	2	3	1	3	1	
580	179	551	0	3	3	1	2	3	2	3	1	1	1	
59	216	514	0	1	3	1	1	1	2	3	1	3	0	
103	159	571	0	2	3	1	3	2	2	2	1	3	0	
30	157	573	0	1	3	2	3	1	2	2	1	3	0	
542	378	352	0	6	1	3	1	3	2	3	1	1	1	
353	913	182	0	1	1	1	1	1	2	3	1	3	0	
144	860	235	0	3	1	1	1	2	2	3	1	1	0	
321	823	272	0	1	1	1	1	1	2	3	2	1	0	
219	722	8	0	1	1	1	1	1	2	3	1	1	1	
39	745	715	0	1	3	2	2	1	2	2	1	1	0	
359	187	543	0	7	3	1	2	3	2	2	1	3	1	
240	694	36	0	1	1	1	1	1	2	2	1	1	0	
82	693	37	0	1	1	1	2	1	2	2	1	3	0	
223	684	46	0	2	3	2	1	1	2	2	3	1	0	
99	165	383	1	7	2	1	1	3	2	3	1	1	1	
133	650	80	0	1	3	1	2	1	2	2	1	1	0	
73	641	455	0	2	2	2	2	1	2	3	1	1	0	
242	635	461	0	1	2	1	1	2	2	2	1	1	0	
45	630	100	0	2	3	1	3	2	2	3	2	1	0	
116	629	101	0	1	3	1	2	1	2	2	3	1	0	
148	613	117	0	2	3	1	2	3	2	1	2	4	0	
0	609	121	0	3	3	3	1	1	2	1	2	3	0	
62	600	130	0	1	3	1	1	1	2	2	3	1	0	
43	593	137	0	1	3	1	1	1	2	2	2	1	0	
19	592	138	0	1	3	2	2	1	2	1	2	3	0	
722	197	533	0	7	3	3	2	3	2	2	1	1	1	
186	578	152	0	1	3	1	1	1	2	1	2	1	0	
25	495	235	0	4	3	3	3	2	2	3	1	1	1	
133	576	154	0	1	3	1	1	1	2	1	2	3	0	
347	565	165	0	1	3	1	1	1	2	1	2	1	0	
284	565	165	0	1	3	2	1	1	2	1	2	1	0	
87	561	169	0	1	3	1	2	1	2	1	2	3	0	
237	555	175	0	3	3	2	3	2	2	1	2	3	0	
30	554	176	0	1	3	1	2	1	2	1	2	3	0	
467	215	515	0	7	3	2	1	3	2	1	2	1	1	
21	545	185	0	1	3	3	1	1	2	3	1	3	0	
19	537	193	0	1	3	1	2	1	2	3	1	1	0	
52	526	204	0	2	3	2	2	2	2	1	2	3	0	
82	182	548	0	6	3	3	3	3	2	3	2	3	1	
73	467	263	0	2	3	1	2	3	2	1	1	1	0	
110	462	268	0	1	3	1	2	1	2	1	1	1	0	
42	440	290	0	1	3	1	1	1	2	1	1	1	0	
352	164	566	0	5	3	1	2	3	2	1	1	1	1	
59	434	296	0	1	3	1	1	1	2	1	1	1	0	
43	433	297	0	1	3	2	1	2	2	1	1	3	0	
252	432	298	0	2	3	1	2	1	2	2	1	1	0	
360	420	310	0	1	3	1	1	1	2	1	1	1	0	
186	405	325	0	1	3	1	1	1	2	1	1	1	0	
32	397	333	0	1	3	3	1	1	2	1	1	1	0	
36	375	355	0	4	3	1	3	3	2	1	1	1	1	
38	353	377	1	1	3	1	1	1	2	1	1	1	0	
50	344	386	0	2	3	2	1	2	2	2	3	1	0	
12	342	388	0	1	3	2	3	2	2	1	1	1	0	
106	342	388	0	3	3	1	1	2	2	1	1	3	0	
76	915	545	0	1	3	1	1	1	2	3	3	1	0	
45	314	416	0	1	3	1	2	1	2	2	1	3	0	
1285	225	505	0	3	3	3	1	3	2	2	1	1	1	
167	284	446	0	2	3	1	1	2	2	2	1	1	0	
57	258	472	0	1	3	2	1	1	2	2	1	1	0	
328	156	574	0	2	3	1	2	2	2	3	1	1	1	
7	236	494	0	1	3	1	1	1	2	2	1	1	0	
265	235	495	0	1	3	1	2	1	2	2	1	1	0	
214	228	502	0	1	3	1	3	1	2	2	1	3	0	
4	193	537	0	2	3	1	3	2	2	3	1	3	0	
167	185	545	0	2	3	2	1	2	2	2	1	3	0	
159	180	550	0	2	3	2	2	2	2	3	1	3	0	
194	175	555	0	2	3	2	2	2	2	3	1	3	0	
328	154	576	0	1	3	1	1	1	2	2	1	1	0	
13	617	113	0	1	3	1	3	2	2	3	2	3	0	
187	747	713	0	1	3	1	2	2	2	2	3	3	0	
326	582	148	0	5	3	1	2	3	2	2	1	1	1	
0	519	211	0	1	3	3	2	1	2	1	2	3	0	
68	420	310	0	1	3	1	1	1	2	1	2	1	1	
110	206	524	0	1	3	1	1	1	2	3	2	3	1	
45	243	487	0	1	3	1	1	2	2	2	1	1	0	
569	236	494	0	1	3	1	1	1	2	2	1	3	0	
29	201	529	0	2	3	2	1	1	2	2	1	1	0	
93	179	551	0	2	3	1	1	2	2	2	1	1	0	
97	161	569	0	1	3	2	1	1	2	2	1	1	0	
60	158	572	0	1	3	1	3	1	2	2	1	3	0	
101	770	690	0	1	3	1	2	1	2	3	2	1	0	
106	740	720	0	3	3	2	1	2	2	2	1	3	0	
75	258	472	0	7	3	3	3	3	2	3	2	3	1	
84	602	128	0	1	3	1	2	1	2	3	2	1	0	
115	595	135	0	1	3	1	2	1	2	2	3	1	0	
57	588	142	0	1	3	1	1	1	2	3	1	1	0	
478	580	150	0	2	3	1	1	1	2	3	1	3	0	
49	559	171	0	1	3	1	2	1	2	3	3	3	0	
2	556	174	0	1	3	3	1	1	2	3	2	1	0	
270	555	175	0	1	3	1	2	1	2	3	1	1	0	
200	161	569	0	5	3	2	1	3	2	1	1	3	1	
53	252	478	0	1	3	2	1	1	2	2	1	1	0	
328	915	180	0	1	1	1	2	1	2	3	1	1	0	
57	749	711	0	1	3	1	2	1	2	3	2	1	0	
11	744	716	1	1	3	1	1	1	2	2	1	3	1	
62	925	535	0	2	3	1	2	1	2	3	2	1	0	
99	122	608	1	1	3	2	3	1	2	3	2	3	1	
18	624	106	0	1	3	1	2	1	2	3	2	1	1	
52	596	134	0	1	3	1	1	1	2	3	2	1	0	
90	582	148	0	1	3	1	1	1	2	2	2	3	0	
21	552	178	0	1	3	1	1	1	2	3	2	1	0	
45	549	181	0	2	3	2	1	2	2	3	1	3	0	
40	543	187	0	2	3	1	1	2	2	1	1	1	0	
44	411	319	0	1	3	2	2	1	2	2	1	1	0	
313	367	363	0	2	3	1	1	2	2	1	1	1	0	
123	629	101	0	1	3	1	1	1	2	2	2	1	0	
212	207	523	0	1	3	1	1	1	2	1	1	1	0	
17	166	564	1	1	3	3	1	1	2	1	1	1	0	
12	273	92	0	7	1	3	2	3	2	3	1	1	1	
361	377	353	0	7	3	1	2	3	2	3	2	1	1	
161	685	45	0	1	3	3	1	1	2	2	2	1	0	
16	383	347	1	1	3	2	1	1	2	3	1	1	0	
80	292	438	0	1	3	1	2	1	2	3	2	1	0	
123	168	562	0	1	3	2	1	1	2	1	1	1	1	
29	187	543	0	1	3	1	2	1	2	1	1	1	0	
6	719	11	0	1	3	3	3	1	2	3	2	1	0	
67	643	453	0	1	2	2	1	2	2	2	1	1	0	
38	578	152	0	1	3	1	1	1	2	3	2	1	0	
43	564	166	0	1	3	2	1	1	2	3	2	1	0	
5	557	173	0	2	3	3	3	2	2	3	2	3	0	
12	531	199	0	1	3	1	1	1	2	3	2	1	0	
30	292	438	0	1	3	2	1	1	2	2	1	1	0	
274	178	552	0	1	3	1	1	1	2	1	1	1	0	
537	787	308	0	4	1	1	2	1	2	3	2	1	1	
35	921	174	0	1	1	2	1	1	2	3	1	1	0	
59	286	444	0	2	3	1	1	2	2	1	1	1	0	
114	846	249	1	2	1	2	1	2	2	3	2	3	0	
65	219	511	0	7	3	3	1	3	2	3	1	1	1	
101	746	714	0	1	3	1	1	1	2	3	2	3	0	
23	393	337	0	1	3	3	1	1	2	3	3	1	1	
144	648	82	0	2	3	1	1	2	2	3	2	4	0	
82	645	85	0	2	3	1	2	2	2	2	3	1	0	
242	159	571	0	7	3	3	1	3	2	2	3	1	1	
24	581	149	0	1	3	1	1	1	2	3	2	3	0	
19	566	164	0	1	3	2	1	1	2	3	2	1	0	
320	549	181	0	1	3	1	3	1	2	1	1	3	0	
51	549	181	1	1	3	1	1	1	2	1	1	3	0	
74	545	185	0	1	3	1	1	1	2	1	2	1	0	
0	248	482	0	1	3	3	2	1	2	1	2	1	1	
483	537	193	0	1	3	1	2	1	2	1	2	3	0	
45	439	291	0	1	3	1	1	1	2	1	1	3	0	
35	412	318	0	2	3	1	2	3	2	3	2	3	1	
123	366	364	0	2	3	2	1	3	2	1	1	1	0	
24	366	364	0	3	3	3	1	2	2	1	1	3	0	
55	365	365	0	3	3	1	1	3	2	1	1	1	0	
50	346	384	0	1	3	2	1	1	2	1	1	3	0	
16	343	387	0	1	3	2	1	1	2	1	1	1	0	
51	340	390	0	1	3	1	2	1	2	1	1	1	0	
105	333	397	0	2	3	1	1	2	2	1	1	3	0	
80	297	433	0	1	3	2	2	1	2	2	1	3	0	
21	284	446	0	1	3	1	1	1	2	2	1	3	0	
22	169	561	0	1	3	1	3	1	2	2	1	1	0	
27	169	561	0	1	3	2	2	1	2	2	1	3	0	
353	557	173	0	1	3	1	1	1	2	3	3	1	0	
17	825	635	0	5	3	3	1	2	2	3	3	1	0	
133	287	443	0	7	3	3	2	1	2	2	1	3	1	
93	618	112	0	5	3	3	1	1	2	2	1	3	1	
78	690	40	0	1	3	3	3	1	2	3	2	4	0	
125	682	48	0	7	3	1	1	1	2	2	1	3	0	
173	302	428	0	7	3	2	2	1	2	3	1	3	1	
197	638	92	0	1	3	1	2	1	2	2	1	3	0	
106	321	409	2	2	3	3	1	1	2	2	3	3	1	
16	564	166	1	4	3	3	1	3	2	2	1	1	1	
25	188	360	2	7	2	1	2	1	2	2	2	3	1	
550	175	555	0	7	3	3	1	1	2	2	2	3	1	
5	589	141	0	1	3	1	3	1	2	3	2	3	0	
23	589	141	0	1	3	2	1	2	2	3	1	3	0	
100	187	543	0	7	3	3	1	1	2	2	2	1	1	
31	219	511	0	6	3	3	2	1	2	3	2	3	1	
119	259	471	0	5	3	3	1	1	2	2	3	3	1	
2	370	360	2	3	3	3	1	1	2	1	1	3	1	
149	175	555	0	5	3	3	2	1	2	2	1	1	1	
610	157	208	0	5	1	3	1	1	2	3	3	3	1	
173	243	487	0	2	3	3	1	3	2	2	1	1	0	
162	228	502	0	1	3	1	1	1	2	2	1	1	0	
586	176	189	0	7	1	1	2	3	2	3	2	1	1	
50	956	139	0	1	1	2	2	1	2	3	2	1	0	
45	631	99	1	7	1	2	2	1	2	3	2	3	1	
49	903	192	0	1	1	1	2	1	2	3	2	1	0	
670	902	193	0	2	1	2	2	2	2	3	2	3	0	
37	823	272	0	1	1	2	1	1	2	3	3	3	0	
208	269	96	0	2	1	1	2	1	2	3	3	1	1	
97	560	170	0	1	3	1	2	1	2	2	2	3	1	
1263	172	558	0	7	3	3	2	3	2	2	2	3	1	
28	727	3	0	1	3	3	1	1	2	3	2	1	0	
483	193	537	0	7	3	1	2	3	2	2	2	3	1	
404	719	11	0	2	3	3	2	2	2	2	2	1	0	
63	715	15	0	1	3	1	1	1	2	3	2	3	0	
474	364	366	0	6	3	1	2	3	2	2	2	3	1	
362	711	19	0	4	3	1	1	2	2	2	3	3	0	
205	398	332	0	6	3	1	2	2	2	2	2	4	1	
0	139	591	5	7	3	3	1	3	2	2	2	3	1	
57	277	271	0	7	2	3	2	3	2	2	2	3	1	
54	687	43	0	1	3	3	1	1	2	3	3	3	0	
209	122	426	0	7	2	2	1	3	2	2	2	3	1	
671	684	412	0	2	2	1	1	2	2	3	1	4	0	
142	186	544	0	7	3	1	3	3	2	3	2	3	1	
61	630	100	0	1	3	1	1	2	2	3	1	3	0	
224	451	279	0	1	3	1	2	1	2	2	2	3	1	
117	142	406	0	7	2	2	2	3	2	2	3	3	1	
103	615	115	0	3	3	1	3	1	2	3	2	1	0	
160	517	213	0	1	3	2	1	1	2	2	2	3	0	
23	608	122	0	3	3	3	2	2	2	2	2	3	0	
199	365	365	0	5	3	1	1	3	2	1	1	3	1	
11	230	500	0	1	3	1	1	1	2	1	1	1	1	
101	224	506	0	4	3	3	1	1	2	1	1	3	1	
831	155	575	0	7	3	3	1	3	2	2	2	3	1	
513	573	157	0	3	3	1	1	2	2	1	2	3	0	
1	572	158	0	1	3	1	1	1	2	1	1	1	0	
369	206	524	0	7	3	3	1	3	2	1	1	1	1	
5	207	523	0	6	3	3	2	2	2	3	2	3	1	
249	556	174	0	1	3	1	1	1	2	1	1	3	0	
1295	151	579	1	7	3	3	2	3	2	2	2	3	1	
1514	150	580	0	7	3	3	1	3	2	1	3	3	1	
93	544	186	0	3	3	1	2	2	2	1	2	3	0	
234	360	370	0	3	3	1	2	3	2	1	2	3	1	
66	529	201	0	2	3	1	1	2	2	1	1	3	0	
1142	170	560	0	6	3	3	2	3	2	3	2	3	1	
59	525	205	0	2	3	2	2	2	2	2	2	3	0	
3	522	208	0	1	3	1	1	1	2	1	3	3	0	
675	189	541	0	6	3	3	1	3	2	2	2	3	1	
118	155	575	0	4	3	1	1	1	2	1	1	3	1	
230	496	234	0	3	3	1	1	1	2	1	1	3	0	
0	200	530	0	3	3	3	1	1	2	1	2	3	1	
103	452	278	0	4	3	3	1	1	2	1	3	4	1	
318	157	573	0	6	3	2	2	3	2	1	2	3	1	
400	458	272	0	5	3	2	2	3	2	1	3	4	0	
67	193	537	0	4	3	3	2	3	2	1	2	3	1	
0	146	584	2	4	3	3	3	2	2	3	1	1	1	
14	182	548	1	4	3	3	1	2	2	1	1	1	1	
16	421	309	0	1	3	1	2	1	2	1	1	3	0	
65	398	332	0	1	3	1	3	1	2	1	3	3	0	
159	397	333	0	2	3	1	2	1	2	3	3	4	0	
49	374	356	0	2	3	1	1	2	2	1	1	3	0	
140	348	382	0	2	3	1	1	2	2	1	2	3	0	
30	341	389	0	4	3	3	1	2	2	1	1	3	0	
82	309	421	0	3	3	1	2	2	2	2	1	1	0	
16	258	472	1	4	3	3	2	1	2	3	3	3	1	
156	142	588	0	2	3	2	1	1	2	3	3	3	1	
78	228	502	0	2	3	1	1	1	2	1	1	3	0	
75	207	523	0	1	3	1	1	1	2	3	3	3	0	
206	202	528	0	2	3	1	1	1	2	3	1	3	0	
189	167	563	0	2	3	1	3	2	2	3	2	3	0	
20	549	181	0	1	3	1	2	1	2	1	1	3	0	
590	411	319	0	7	1	3	2	3	2	3	2	3	1	
289	930	165	0	1	1	3	2	1	2	3	2	1	0	
499	445	285	0	7	1	3	2	3	2	3	2	3	1	
57	453	277	1	7	1	3	2	2	2	3	2	3	1	
107	722	8	1	1	1	1	3	1	2	3	2	1	1	
471	719	11	0	1	3	1	2	1	2	3	2	3	0	
34	714	16	1	1	3	1	1	1	2	2	1	3	0	
104	714	16	0	1	3	1	1	1	2	2	2	3	0	
34	707	23	1	1	3	3	2	1	2	3	2	3	0	
48	283	447	1	7	3	3	2	3	2	2	2	3	1	
176	703	27	0	1	3	1	3	1	2	3	3	3	0	
39	692	38	0	1	1	2	1	1	2	2	2	3	0	
155	689	41	0	1	3	1	1	1	2	2	2	3	0	
11	684	46	0	1	3	3	2	2	2	3	2	3	0	
24	662	68	1	1	3	1	2	1	2	2	1	3	0	
91	308	422	0	5	3	2	2	3	2	3	2	1	1	
92	173	375	0	7	2	2	2	3	2	3	2	3	1	
540	125	423	0	7	2	1	2	3	2	2	1	3	1	
