PROM_ACT	D_EDAD	D_FINCON	PORC_DES	HIST_P	D_DURAC	TPROM4_2	MMODELO	TDEUDA	REGION_3	ADQUISI1	REST_AG1	RTIP_CTA	RESTADO	
82	420	310	0	1	3	2	1	1	2	1	1	1	0	
70	414	316	0	1	3	2	1	1	2	1	2	1	0	
2618	137	593	0	5	3	3	2	3	2	1	1	3	1	
262	413	317	0	1	3	2	2	1	2	3	2	3	0	
28	409	321	0	2	3	1	2	2	2	3	1	3	0	
569	125	605	0	5	3	2	1	3	2	1	1	3	1	
0	214	516	0	4	3	3	1	3	2	1	1	3	1	
94	397	333	0	1	3	1	3	1	2	3	3	3	0	
378	389	341	0	3	3	1	1	2	2	1	1	3	0	
1911	549	181	0	1	3	1	1	3	2	1	2	1	0	
586	475	255	0	2	3	1	2	2	2	3	1	3	1	
65	378	352	0	2	3	2	1	2	2	3	3	3	0	
864	529	201	0	1	3	1	1	1	2	3	1	1	0	
5	370	360	0	1	3	1	1	1	2	1	1	3	0	
101	368	362	0	2	3	1	2	1	2	3	3	3	0	
208	367	363	0	3	3	1	2	3	2	3	1	3	1	
947	152	578	0	5	3	1	1	3	2	1	1	3	1	
36	363	367	0	1	3	2	1	1	2	1	1	3	0	
62	361	369	1	3	3	1	1	2	2	1	3	1	0	
27	244	486	0	5	3	3	1	2	2	2	1	3	1	
63	355	375	0	2	3	1	1	2	2	1	1	3	0	
335	287	443	0	1	3	1	1	1	2	1	1	3	1	
270	349	381	0	1	3	1	1	1	2	1	3	1	0	
42	348	382	0	1	3	2	1	1	2	1	1	3	0	
137	179	551	0	5	3	2	3	3	2	1	1	3	1	
11	347	383	0	1	3	3	1	2	2	1	2	3	0	
111	701	29	0	1	3	1	1	1	2	3	2	3	0	
107	342	388	0	1	3	1	3	1	2	3	1	1	0	
45	187	543	0	1	3	2	3	1	2	1	1	3	1	
52	342	388	0	1	3	1	3	1	2	1	1	3	0	
80	174	556	0	5	3	1	3	3	2	1	1	3	1	
1357	171	559	0	4	3	1	1	3	2	1	1	3	1	
80	337	393	0	3	3	2	1	1	2	1	1	3	0	
103	337	393	0	2	3	1	1	1	2	1	1	3	0	
39	336	394	0	1	3	1	1	1	2	3	1	1	0	
15	336	394	0	1	3	1	2	1	2	2	1	3	0	
3	222	508	1	5	3	3	1	3	2	1	1	1	1	
51	332	398	0	1	3	1	3	1	2	1	1	3	0	
231	248	482	0	3	3	3	1	3	2	1	1	3	1	
83	330	400	0	1	3	1	1	1	2	1	1	1	0	
157	330	400	0	1	3	1	1	1	2	1	2	1	0	
75	329	401	0	2	3	3	1	1	2	1	1	3	0	
110	328	402	0	2	3	2	3	1	2	1	1	3	0	
22	328	402	0	1	3	2	1	1	2	1	1	3	0	
108	325	405	0	1	3	1	1	1	2	2	1	3	0	
121	323	407	0	1	3	2	1	1	2	1	1	3	0	
336	135	595	0	4	3	3	1	3	2	2	1	3	1	
43	234	496	0	1	3	1	1	1	2	1	1	3	1	
171	315	415	0	1	3	1	1	1	2	3	3	3	0	
319	231	499	0	3	3	3	1	3	2	1	1	3	1	
232	313	417	0	1	3	1	1	1	2	1	1	3	0	
132	144	586	0	3	3	1	1	1	2	1	1	3	1	
18	307	423	0	1	3	2	1	1	2	1	1	3	0	
1	305	425	0	1	3	3	1	1	2	3	1	3	0	
105	304	426	0	1	3	1	1	1	2	1	1	1	0	
0	136	594	0	2	3	3	1	1	2	2	1	1	1	
115	301	429	0	1	3	1	1	1	2	3	1	3	0	
36	299	431	0	2	3	2	3	2	2	2	1	3	0	
270	298	432	0	1	3	1	1	1	2	1	1	3	0	
13	298	432	0	1	3	2	1	1	2	1	1	3	0	
17	297	433	0	1	3	1	1	1	2	1	1	3	0	
82	295	435	0	2	3	2	1	2	2	1	1	3	0	
19	292	438	0	2	3	1	1	2	2	1	1	3	1	
134	292	438	0	1	3	1	1	1	2	3	3	3	0	
108	290	440	0	1	3	1	1	1	2	2	1	3	0	
38	287	443	0	1	3	1	1	1	2	2	1	1	0	
227	285	445	0	2	3	1	1	2	2	3	1	3	0	
19	285	445	0	1	3	1	1	1	2	1	1	3	0	
63	284	446	0	3	3	2	1	2	2	1	1	3	0	
31	284	446	0	1	3	2	1	1	2	2	1	1	0	
53	230	500	0	5	3	2	1	3	2	1	1	3	1	
39	279	451	0	2	3	1	1	3	2	1	1	4	0	
18	278	452	0	1	3	2	1	1	2	1	1	3	0	
38	218	512	0	2	3	1	1	1	2	1	1	3	1	
173	274	456	0	1	3	1	1	1	2	2	2	1	0	
0	274	456	0	2	3	3	1	1	2	1	1	3	0	
46	271	459	0	1	3	1	2	1	2	2	1	3	0	
482	266	464	0	1	3	1	1	1	2	3	1	1	0	
0	264	466	0	1	3	3	1	1	2	1	1	3	0	
125	229	501	0	1	3	1	1	1	2	1	1	1	0	
52	631	99	0	5	3	3	2	3	2	3	2	1	1	
107	263	467	0	1	3	1	1	1	2	2	1	3	0	
207	258	472	0	1	3	1	2	1	2	2	1	1	0	
392	257	473	0	1	3	1	1	1	2	2	1	3	0	
94	256	474	0	1	3	1	1	1	2	1	2	3	0	
67	252	478	0	1	3	1	1	1	2	2	1	3	0	
175	252	478	0	3	3	2	3	2	2	2	1	3	0	
161	250	480	0	1	3	1	2	1	2	3	1	1	0	
37	250	480	0	2	3	2	3	2	2	2	1	4	0	
45	249	481	0	1	3	1	1	1	2	3	1	3	0	
169	246	484	0	1	3	1	1	2	2	1	1	3	0	
34	524	206	0	1	3	1	1	1	2	1	2	3	0	
356	163	567	0	3	3	1	1	3	2	1	1	3	1	
0	198	532	3	1	3	3	3	1	2	2	1	1	1	
368	243	487	0	3	3	2	1	3	2	1	1	3	0	
78	153	577	0	2	3	1	1	3	2	2	1	3	1	
225	231	499	0	2	3	1	1	3	2	2	1	3	0	
72	239	491	0	2	3	1	1	3	2	3	1	3	0	
296	231	499	0	2	3	1	1	3	2	2	1	3	0	
171	239	491	0	2	3	2	1	3	2	2	1	3	0	
0	155	575	0	2	3	2	1	3	2	2	1	3	1	
95	243	487	0	2	3	1	3	3	2	2	1	3	0	
1	235	495	0	2	3	3	1	3	2	2	1	3	0	
20	235	495	0	2	3	1	1	3	2	2	1	3	0	
111	238	492	0	2	3	1	1	3	2	2	1	3	0	
715	529	201	0	6	3	1	2	3	2	3	2	3	1	
87	228	502	0	2	3	1	1	3	2	2	1	3	0	
34	236	494	0	1	3	1	1	1	2	1	3	3	0	
193	568	162	0	1	3	2	1	1	2	3	3	3	0	
44	235	495	0	1	3	2	1	1	2	2	1	1	0	
187	235	495	0	2	3	1	3	2	2	2	1	3	0	
153	231	499	0	1	3	1	1	1	2	2	1	3	0	
100	228	502	0	1	3	1	3	1	2	2	1	3	0	
40	224	506	0	1	3	2	1	1	2	2	2	3	0	
1117	209	521	0	3	3	1	1	1	2	3	1	3	0	
218	209	521	0	3	3	1	1	3	2	3	1	4	0	
305	207	523	0	1	3	1	3	1	2	3	1	3	0	
11	201	529	1	1	3	2	3	1	2	3	1	3	0	
324	201	529	0	3	3	1	1	3	2	1	1	3	0	
257	200	530	0	1	3	1	1	1	2	2	1	3	0	
147	199	531	0	2	3	1	1	2	2	2	1	3	0	
102	147	583	0	4	3	2	3	3	2	3	1	3	1	
673	187	543	0	5	3	1	3	3	2	3	3	4	0	
57	182	548	0	1	3	1	1	1	2	1	1	1	0	
60	704	26	0	1	1	3	1	2	2	3	1	1	1	
185	771	324	0	1	1	1	1	1	2	3	2	1	0	
92	745	715	0	1	3	1	1	1	2	3	1	1	0	
12	200	530	1	7	3	3	1	1	2	3	2	1	1	
24	329	401	0	7	3	3	3	1	2	3	2	3	1	
87	721	9	0	1	3	1	2	1	2	2	3	3	0	
139	720	10	0	2	3	1	1	2	2	2	1	3	0	
74	190	358	0	7	2	3	1	3	2	2	2	1	1	
167	677	53	0	1	3	1	2	1	2	2	2	1	0	
245	650	80	0	2	3	1	1	3	2	3	1	4	0	
113	650	80	0	2	3	1	1	3	2	3	1	4	0	
137	622	108	0	1	3	1	2	1	2	2	2	1	0	
9	613	117	0	2	3	1	2	3	2	1	2	4	0	
127	612	118	0	1	3	1	1	1	2	3	2	1	0	
45	609	121	0	1	3	2	1	1	2	2	1	1	0	
41	608	122	0	1	3	1	2	1	2	1	2	1	0	
97	608	122	0	1	3	3	1	1	2	3	2	1	0	
309	608	122	0	1	3	2	1	1	2	1	2	1	0	
109	600	130	0	1	3	2	1	1	2	3	1	1	0	
144	613	117	0	1	3	1	1	1	2	3	1	1	1	
53	593	137	0	1	3	1	2	1	2	3	2	1	0	
10	576	154	0	1	3	1	2	1	2	3	3	3	0	
28	567	163	0	1	3	2	1	1	2	3	2	1	0	
132	567	163	0	1	3	1	1	1	2	3	2	1	1	
6	566	164	0	1	3	1	1	1	2	3	3	3	0	
20	565	165	0	1	3	1	1	1	2	3	2	3	0	
9	564	166	0	1	3	3	1	1	2	3	3	3	0	
27	564	166	0	1	3	1	1	1	2	3	3	3	0	
108	558	172	0	1	3	1	2	1	2	1	2	1	0	
61	555	175	0	1	3	1	1	1	2	3	2	1	0	
86	552	178	0	2	3	1	1	1	2	3	1	3	0	
133	538	192	0	1	3	2	2	1	2	1	2	1	0	
65	522	208	0	1	3	1	1	1	2	1	2	1	0	
146	395	335	0	2	3	1	1	2	2	1	1	1	0	
104	389	341	0	1	3	1	1	1	2	2	1	1	0	
720	334	396	0	2	3	2	1	2	2	1	1	1	0	
195	216	514	0	4	3	3	1	3	2	1	1	3	1	
85	322	408	0	1	3	2	1	1	2	3	1	1	0	
54	294	436	0	2	3	1	1	3	2	1	1	4	0	
78	284	446	0	2	3	1	2	1	2	2	1	1	0	
164	237	493	0	1	3	1	2	2	2	2	1	1	0	
20	227	503	1	3	3	1	1	2	2	2	1	3	0	
29	824	636	0	1	3	1	2	1	2	3	1	1	0	
49	208	522	0	1	3	1	1	1	2	1	1	1	0	
75	152	578	0	1	3	1	3	1	2	2	1	1	0	
517	810	285	0	1	1	1	2	1	2	3	1	1	0	
210	808	287	0	1	1	1	2	1	2	3	1	1	0	
25	735	725	0	1	3	1	2	1	2	3	2	1	0	
154	735	725	0	1	3	1	1	1	2	2	2	1	0	
16	644	86	0	1	3	1	3	2	2	3	2	1	0	
158	775	320	0	1	1	1	1	1	2	3	3	1	0	
68	564	166	0	1	3	1	1	1	2	3	2	1	1	
27	441	289	0	3	3	1	1	2	2	2	2	3	1	
74	699	31	0	1	1	1	2	1	2	2	3	1	0	
115	678	52	0	1	3	1	1	2	2	2	3	1	0	
85	393	337	0	1	3	2	2	1	2	3	3	1	1	
41	670	60	0	1	3	1	2	1	2	3	1	1	0	
44	649	81	0	1	3	1	2	1	2	3	1	3	0	
212	648	82	0	1	3	2	1	1	2	2	2	1	0	
14	629	101	0	1	3	1	3	1	2	3	2	3	0	
15	622	108	0	1	3	3	3	1	2	3	2	1	0	
4	614	116	0	1	3	1	1	1	2	3	2	3	0	
113	608	122	0	4	3	2	2	3	2	1	2	1	1	
106	188	542	0	7	3	3	1	3	2	2	3	1	1	
26	365	365	1	1	3	1	2	1	2	2	3	1	1	
21	600	130	0	1	3	3	3	2	2	3	2	3	0	
345	579	151	0	1	3	1	1	1	2	3	2	1	0	
83	567	163	0	1	3	1	1	1	2	3	2	1	0	
143	558	172	0	1	3	2	3	1	2	3	2	1	0	
38	551	179	0	1	3	1	1	1	2	1	1	1	0	
8	550	180	0	1	3	2	1	1	2	3	2	3	0	
176	549	181	0	1	3	1	3	1	2	1	1	3	0	
36	548	182	1	1	3	1	1	1	2	1	1	3	0	
56	543	187	0	1	3	1	3	1	2	1	1	1	0	
34	534	196	0	3	3	2	3	2	2	3	2	1	0	
6	538	192	0	1	3	3	1	1	2	1	1	3	0	
35	388	342	0	4	3	3	3	3	2	3	2	3	1	
20	301	429	0	1	3	2	1	1	2	3	2	3	0	
34	473	257	0	2	3	1	1	2	2	1	2	3	0	
55	445	285	0	1	3	2	2	1	2	1	1	1	0	
218	397	333	0	1	3	1	1	1	2	1	1	3	1	
20	410	320	1	1	3	2	1	1	2	1	1	1	0	
664	395	335	0	1	3	1	1	1	2	3	2	3	0	
88	375	355	0	1	3	1	1	1	2	1	1	3	0	
213	143	587	0	3	3	1	1	2	2	1	1	3	1	
10	329	401	0	1	3	1	1	1	2	1	1	1	0	
9	325	405	0	2	3	1	1	1	2	1	1	3	0	
51	312	418	0	1	3	1	1	1	2	1	1	3	0	
72	276	454	0	1	3	1	2	1	2	3	1	3	0	
41	270	460	0	2	3	1	2	1	2	3	1	1	0	
116	238	492	0	1	3	2	1	1	2	2	1	1	0	
18	225	505	0	1	3	2	1	1	2	2	1	3	0	
76	701	29	0	1	3	2	1	1	2	2	3	1	0	
64	182	548	0	1	3	1	1	1	2	1	1	1	0	
47	174	556	0	1	3	1	1	1	2	2	1	3	0	
101	167	563	0	1	3	1	3	1	2	2	1	3	0	
7	157	573	0	1	3	2	3	1	2	2	1	1	0	
23	734	726	1	1	3	1	1	1	2	3	1	1	0	
95	705	25	0	1	3	1	2	1	2	3	1	3	0	
104	693	37	0	1	1	1	1	1	2	2	1	3	0	
6	678	52	0	2	3	3	1	2	2	2	3	3	0	
83	665	65	1	1	3	1	2	1	2	2	3	3	0	
1	149	581	4	7	3	3	2	3	2	2	3	1	1	
14	139	409	1	7	2	2	1	3	2	2	3	1	1	
19	687	43	0	1	3	1	2	1	2	2	2	1	0	
63	724	6	0	2	3	1	1	1	2	3	1	1	0	
0	538	192	0	1	3	3	1	1	2	3	2	1	0	
13	495	235	0	3	3	3	1	1	2	3	2	1	1	
17	421	309	0	1	3	2	1	1	2	1	1	3	0	
4	289	441	0	5	3	3	1	3	2	1	1	1	1	
33	398	332	0	1	3	1	1	1	2	1	1	1	0	
35	315	415	0	1	3	1	1	2	2	3	1	3	0	
16	287	443	1	1	3	3	1	2	2	3	2	1	0	
55	276	454	0	3	3	2	1	3	2	2	1	3	0	
52	1015	445	1	4	3	3	3	3	2	3	1	1	0	
172	992	103	0	2	1	2	1	2	2	3	1	1	0	
208	972	123	0	2	1	1	2	2	2	3	1	1	0	
1001	401	329	0	7	1	1	1	3	2	3	3	3	1	
444	939	156	0	2	1	1	1	1	2	3	3	1	0	
437	276	89	0	7	1	1	2	3	2	3	1	1	1	
110	596	134	0	2	1	1	1	1	2	3	1	1	1	
103	592	138	0	6	1	1	2	3	2	3	1	1	1	
158	905	190	1	1	1	1	1	2	2	3	1	3	0	
619	902	193	0	2	1	2	2	3	2	3	1	1	0	
4	872	588	0	5	3	1	1	1	2	3	3	1	0	
208	803	292	0	1	1	1	2	1	2	3	1	1	0	
89	590	140	0	5	1	2	2	3	2	3	2	3	1	
80	748	712	0	1	3	1	2	2	2	2	1	3	0	
132	713	17	0	5	3	3	1	2	2	3	1	3	0	
18	589	141	0	1	3	3	1	1	2	2	2	1	0	
38	589	141	0	1	3	1	2	1	2	1	2	1	0	
439	705	25	0	1	3	1	2	1	2	3	2	3	0	
42	700	30	0	1	1	1	2	1	2	2	1	3	0	
258	287	261	0	7	2	3	2	3	2	2	1	1	1	
132	693	37	0	1	1	3	2	1	2	2	1	1	0	
2	302	246	0	7	2	3	1	2	2	3	1	1	1	
179	166	382	0	7	2	3	3	3	2	3	2	1	1	
182	504	226	0	1	3	1	2	1	2	3	1	1	1	
151	601	129	0	3	3	3	2	3	2	2	3	1	1	
6	649	81	0	1	3	1	2	1	2	3	1	3	0	
372	649	81	0	2	3	2	1	1	2	2	1	1	0	
95	525	205	0	3	3	3	2	3	2	3	1	1	1	
72	631	99	0	1	3	2	3	1	2	3	2	1	0	
63	630	100	0	1	3	1	1	1	2	2	3	3	0	
29	626	104	0	1	3	1	2	1	2	2	1	1	0	
12	313	417	2	6	3	1	2	3	2	3	2	1	1	
207	620	110	0	1	3	1	1	2	2	2	3	3	0	
71	614	116	0	1	3	2	1	1	2	3	2	1	0	
11	187	543	2	7	3	3	1	3	2	3	1	3	1	
87	606	124	0	1	3	1	2	1	2	3	1	1	0	
180	416	314	0	4	3	2	1	1	2	3	1	3	1	
524	182	548	0	7	3	3	1	3	2	2	1	3	1	
204	175	555	0	7	3	3	2	3	2	2	1	3	1	
361	593	137	0	1	3	1	2	1	2	1	2	1	0	
87	582	148	0	4	3	1	1	1	2	3	2	1	0	
176	579	151	0	1	3	3	1	1	2	3	2	3	0	
100	575	155	0	1	3	1	1	1	2	1	2	3	0	
30	575	155	0	1	3	1	1	1	2	1	2	3	0	
115	190	540	0	7	3	3	1	3	2	2	1	1	1	
52	569	161	0	1	3	1	1	1	2	2	3	1	0	
80	569	161	0	1	3	1	1	1	2	2	3	1	0	
176	457	273	0	5	3	3	1	2	2	1	2	3	1	
97	565	165	0	1	3	2	1	1	2	1	2	3	0	
48	563	167	0	3	3	1	1	3	2	3	1	3	1	
56	560	170	0	1	3	1	2	1	2	1	2	1	0	
267	554	176	0	1	3	1	3	1	2	1	2	3	0	
327	553	177	0	1	3	1	1	2	2	1	2	1	0	
66	553	177	0	1	3	2	2	1	2	3	1	3	0	
0	552	178	0	5	3	3	3	2	2	3	2	3	0	
105	545	185	0	1	3	1	3	1	2	1	2	3	0	
535	223	507	0	6	3	1	2	3	2	1	2	3	1	
98	529	201	0	1	3	2	1	1	2	2	1	1	0	
167	523	207	0	1	3	1	1	1	2	1	2	1	0	
155	275	455	0	1	3	1	1	1	2	3	3	1	1	
52	475	255	0	1	3	1	1	1	2	2	2	1	0	
147	467	81	0	1	2	1	1	1	2	3	1	1	0	
81	463	267	0	1	3	1	2	1	2	1	2	1	0	
305	455	275	0	2	3	2	2	1	2	3	2	4	0	
97	449	281	0	1	3	1	1	1	2	1	1	3	0	
334	139	591	0	6	3	1	2	3	2	1	1	1	1	
279	431	299	0	1	3	1	2	1	2	1	1	1	0	
115	425	305	1	1	3	1	1	1	2	1	1	3	0	
65	413	317	0	1	3	1	2	1	2	2	1	1	0	
272	243	487	0	4	3	1	2	3	2	2	1	1	1	
52	241	489	0	4	3	2	2	3	2	2	1	1	1	
26	399	331	0	2	3	3	1	2	2	1	1	3	0	
163	399	331	0	3	3	2	1	3	2	1	1	1	0	
15	398	332	0	1	3	2	1	1	2	1	1	3	0	
35	397	333	1	1	3	1	1	1	2	1	1	1	0	
184	261	469	0	4	3	3	3	3	2	1	1	3	1	
27	370	360	0	1	3	1	3	1	2	1	1	1	0	
1275	180	550	1	4	3	1	1	3	2	1	1	3	1	
865	178	552	1	4	3	1	1	3	2	1	1	3	1	
144	160	570	0	5	3	3	1	2	2	1	1	3	1	
140	346	384	0	1	3	2	3	1	2	1	1	1	0	
42	339	391	0	1	3	1	1	1	2	1	1	3	0	
8	337	393	0	1	3	1	1	1	2	1	1	1	0	
17	333	397	0	1	3	1	1	1	2	1	1	3	0	
59	332	398	0	4	3	1	1	1	2	1	1	1	0	
45	332	398	0	1	3	1	1	1	2	1	1	3	0	
73	327	403	0	1	3	1	1	1	2	1	1	3	0	
27	332	398	0	1	3	1	1	1	2	1	3	1	0	
8	297	433	0	1	3	1	1	1	2	2	1	1	0	
10	294	436	1	1	3	1	1	1	2	1	2	3	0	
21	293	437	0	1	3	1	1	1	2	2	1	1	0	
191	287	443	0	1	3	1	1	1	2	2	1	3	0	
313	280	450	0	1	3	1	1	1	2	2	1	1	0	
33	251	479	0	2	3	1	1	3	2	1	1	1	0	
13	245	485	1	4	3	1	1	2	2	2	1	3	0	
29	236	494	0	2	3	1	3	2	2	2	1	1	0	
285	235	495	0	1	3	2	1	1	2	2	1	1	0	
128	235	495	0	1	3	1	1	1	2	3	2	1	0	
36	235	495	0	1	3	1	1	1	2	2	1	1	0	
85	229	501	0	1	3	1	1	1	2	2	1	3	0	
6	229	501	0	1	3	1	1	1	2	2	1	3	0	
165	220	510	0	3	3	1	1	2	2	2	1	1	0	
76	216	514	0	3	3	1	2	1	2	2	1	1	0	
110	213	517	0	1	3	1	1	1	2	2	1	1	0	
30	175	555	0	2	3	1	3	2	2	3	1	1	0	
65	169	561	0	1	3	2	1	1	2	2	1	1	0	
133	167	563	0	1	3	1	1	1	2	2	1	1	0	
302	153	577	0	1	3	1	3	1	2	3	1	1	0	
66	558	172	0	1	3	1	3	1	2	3	1	3	0	
63	546	184	0	1	3	1	2	1	2	3	1	1	0	
0	234	496	0	1	3	3	1	1	2	3	1	1	0	
85	308	422	0	1	3	1	2	1	2	2	1	3	0	
2	914	181	0	7	1	3	2	2	2	3	3	3	0	
130	832	628	0	1	3	1	2	1	2	3	1	3	0	
295	336	394	1	6	3	2	1	3	2	2	3	1	1	
47	158	572	0	7	3	2	1	3	2	3	3	3	1	
14	551	179	0	1	3	1	1	1	2	1	1	3	0	
20	504	226	0	1	3	3	1	1	2	1	3	1	0	
0	169	561	3	7	3	3	1	3	2	3	2	3	1	
86	488	242	0	1	3	2	1	1	2	3	1	1	0	
19	421	309	0	3	3	1	1	2	2	1	2	3	0	
8	388	342	1	1	3	1	2	1	2	1	2	3	0	
9	363	367	0	1	3	3	1	1	2	1	1	3	0	
88	363	367	0	1	3	1	1	1	2	1	1	3	0	
143	224	506	0	1	3	2	1	1	2	3	1	1	0	
38	796	299	0	1	1	1	1	1	2	3	2	1	0	
12	760	335	0	1	1	2	2	1	2	3	2	1	0	
37	722	8	0	1	3	2	1	1	2	3	2	3	0	
78	713	17	0	1	3	1	2	1	2	3	2	1	0	
23	658	72	0	3	3	1	2	3	2	3	2	3	1	
8	760	700	1	1	3	1	2	1	2	3	3	1	0	
14	307	423	1	7	3	1	1	1	2	3	1	1	1	
371	566	164	0	1	3	1	1	1	2	3	1	1	0	
52	566	164	0	1	3	2	1	1	2	3	1	1	0	
38	556	174	0	1	3	3	1	1	2	3	2	1	0	
55	554	176	0	1	3	2	2	1	2	3	1	3	0	
44	552	178	0	1	3	1	1	1	2	3	2	1	0	
23	549	181	0	1	3	1	3	1	2	1	1	3	0	
91	542	188	0	1	3	1	2	1	2	3	1	1	0	
65	365	365	0	2	3	1	1	1	2	1	1	1	0	
23	333	397	0	1	3	1	1	1	2	1	1	3	0	
44	865	595	0	1	3	2	2	1	2	3	2	3	0	
114	242	488	0	1	3	1	3	1	2	2	2	1	0	
72	242	488	0	1	3	1	3	1	2	2	1	1	0	
420	940	155	0	1	1	1	1	1	2	3	3	1	0	
28	837	623	1	2	3	1	1	2	2	3	3	1	0	
109	753	707	0	1	3	1	1	1	2	3	3	1	0	
61	727	3	0	2	3	1	1	2	2	2	1	1	0	
93	706	24	0	1	3	1	1	1	2	2	2	1	0	
159	699	31	1	1	1	2	1	1	2	2	2	3	0	
380	697	399	0	1	2	1	1	3	2	2	1	3	0	
104	697	33	0	1	1	3	2	2	2	3	1	1	0	
16	525	23	1	4	2	3	1	1	2	2	1	1	1	
20	595	135	0	1	3	3	3	2	2	3	2	1	0	
276	566	164	0	1	3	1	1	1	2	1	2	1	0	
188	563	167	0	1	3	2	1	1	2	3	2	1	0	
146	557	173	0	1	3	1	2	1	2	1	1	3	0	
39	545	185	0	1	3	2	2	1	2	3	2	1	0	
17	504	226	0	1	3	3	2	1	2	1	2	1	0	
203	493	237	0	2	3	1	3	3	2	3	2	1	0	
22	480	68	0	2	2	1	3	1	2	3	2	3	0	
1	463	267	0	1	3	1	3	1	2	3	2	3	0	
199	453	277	0	1	3	1	1	1	2	3	2	1	0	
85	420	310	0	1	3	1	1	1	2	1	2	1	0	
5	341	389	0	1	3	2	1	1	2	1	1	3	0	
55	312	418	0	1	3	1	1	2	2	1	1	1	0	
61	234	496	0	1	3	2	1	1	2	2	1	1	0	
113	185	545	0	2	3	1	1	2	2	3	1	3	0	
50	179	551	0	2	3	1	3	2	2	1	1	1	0	
12	333	397	0	3	3	3	1	3	2	1	1	1	1	
5	160	570	1	7	3	2	2	3	2	3	2	1	1	
412	556	174	0	3	3	1	2	2	2	3	2	1	0	
32	554	176	0	1	3	2	2	1	2	3	1	1	0	
46	545	185	0	1	3	1	3	2	2	3	2	3	0	
161	457	273	0	1	3	2	2	1	2	1	2	3	0	
67	440	290	0	1	3	2	2	1	2	3	2	1	0	
41	259	471	0	4	3	3	1	3	2	1	1	3	1	
16	698	32	0	1	1	1	1	1	2	2	1	1	0	
7	599	131	0	1	3	1	1	1	2	1	2	3	0	
83	549	181	0	1	3	2	1	1	2	1	2	1	0	
0	164	384	2	7	2	3	1	3	2	1	2	3	1	
105	413	317	0	3	3	3	1	2	2	2	3	1	1	
209	144	586	0	6	3	3	2	3	2	3	2	3	1	
2	135	595	3	5	3	1	2	3	2	2	2	3	1	
64	365	365	0	1	3	1	1	1	2	1	1	1	0	
589	279	451	0	3	3	3	1	3	2	1	1	1	1	
77	276	454	0	3	3	3	1	3	2	1	1	3	1	
649	752	708	0	1	3	1	1	2	2	2	1	3	0	
64	367	363	0	3	3	1	1	2	2	1	1	3	0	
296	439	291	0	2	3	1	2	2	2	1	1	3	0	
19	973	122	0	1	1	1	2	1	2	3	2	3	0	
81	811	284	0	3	1	2	1	1	2	3	3	1	1	
46	874	221	0	1	1	2	2	1	2	3	1	1	0	
16	951	144	0	1	1	1	1	1	2	3	1	1	0	
19	944	151	0	1	1	1	1	2	2	3	2	3	0	
112	791	304	0	1	1	1	2	1	2	3	2	3	0	
160	671	59	0	2	3	2	3	1	2	3	2	3	0	
2	649	81	0	1	3	1	3	1	2	3	2	3	0	
10	648	82	0	2	3	3	1	2	2	3	2	4	0	
333	206	524	0	7	3	3	2	3	2	3	2	3	1	
64	620	110	0	1	3	1	1	1	2	3	2	1	0	
173	159	571	0	7	3	3	1	3	2	2	3	1	1	
87	578	152	0	1	3	1	1	1	2	3	2	1	0	
187	558	172	0	1	3	3	1	1	2	1	2	1	1	
28	549	181	0	1	3	1	1	1	2	1	1	1	0	
1	549	181	0	1	3	3	1	1	2	1	1	1	0	
54	549	181	0	1	3	1	3	1	2	1	1	3	0	
78	549	181	0	1	3	2	1	1	2	1	1	3	0	
97	549	181	0	1	3	1	3	1	2	1	1	3	0	
1750	160	570	0	7	3	3	1	3	2	2	3	1	1	
270	536	194	0	2	3	2	1	2	2	1	2	3	0	
10	525	205	0	1	3	1	2	1	2	1	2	1	0	
195	169	561	0	7	3	3	1	3	2	2	3	3	1	
152	489	59	0	3	2	2	3	3	2	3	2	3	1	
114	475	255	0	3	3	2	3	3	2	3	1	3	1	
26	447	101	1	1	2	1	2	1	2	3	2	1	0	
47	441	289	0	1	3	1	1	1	2	1	1	3	0	
11	430	300	1	1	3	2	1	1	2	1	1	1	0	
138	350	380	0	1	3	2	1	1	2	2	1	1	0	
302	238	492	0	4	3	3	1	3	2	1	1	3	1	
12	330	400	0	1	3	1	1	1	2	1	1	3	0	
3	330	400	0	5	3	3	1	3	2	1	1	3	1	
125	325	405	0	1	3	1	1	1	2	3	1	1	0	
116	238	492	0	1	3	2	1	1	2	2	1	1	0	
91	169	561	0	2	3	3	3	2	2	2	1	3	0	
134	158	572	0	3	3	2	3	2	2	2	1	3	0	
37	153	577	0	1	3	1	3	1	2	2	1	3	0	
111	567	163	0	1	3	1	1	2	2	3	3	1	0	
121	583	147	1	1	3	1	2	2	2	3	3	3	0	
160	929	166	0	1	1	1	1	2	2	3	1	1	0	
28	600	130	0	1	3	3	2	1	2	3	1	1	1	
129	883	212	0	2	1	2	1	2	2	3	1	3	0	
174	836	259	0	1	1	1	1	1	2	3	2	1	0	
137	368	362	0	2	3	1	1	2	2	1	1	3	0	
20	300	430	0	1	3	1	1	1	2	1	1	1	0	
153	298	432	0	1	3	2	1	1	2	1	1	3	0	
31	286	444	0	1	3	2	2	1	2	2	1	3	0	
9	252	478	0	1	3	1	1	1	2	2	1	1	0	
106	239	491	0	2	3	2	1	2	2	2	1	1	0	
96	246	484	0	1	3	1	1	2	2	1	3	3	0	
1169	350	380	0	2	3	3	1	2	2	1	1	1	0	
